Brand_Name,Material_Type,Carbon_Footprint_MT
Brand_1562,Organic Cotton,412.27
Brand_1563,Hemp,241.38
Brand_1564,Vegan Leather,55.97
Brand_1565,Tencel,115.6
Brand_1566,Vegan Leather,474.54
Brand_1567,Hemp,269.15
Brand_1568,Recycled Polyester,454.63
Brand_1569,Recycled Polyester,67.37
Brand_1570,Organic Cotton,188.12
Brand_1571,Recycled Polyester,227.61
Brand_1572,Recycled Polyester,213.56
Brand_1573,Recycled Polyester,184.98
Brand_1574,Recycled Polyester,61.74
Brand_1575,Recycled Polyester,21.9
Brand_1576,Vegan Leather,397.52
Brand_1577,Hemp,274.51
Brand_1578,Tencel,263.33
Brand_1579,Organic Cotton,1.96
Brand_1580,Tencel,110.55
Brand_1581,Hemp,223.91
Brand_1582,Vegan Leather,21.83
Brand_1583,Vegan Leather,448.69
Brand_1584,Organic Cotton,440.92
Brand_1585,Tencel,74.01
Brand_1586,Bamboo Fabric,477.93
Brand_1587,Bamboo Fabric,294.25
Brand_1588,Bamboo Fabric,15.66
Brand_1589,Bamboo Fabric,217.6
Brand_1590,Hemp,89.12
Brand_1591,Vegan Leather,276.08
Brand_1592,Tencel,55.65
Brand_1593,Hemp,95.45
Brand_1594,Tencel,442.28
Brand_1595,Tencel,250.79
Brand_1596,Tencel,310.85
Brand_1597,Recycled Polyester,474.54
Brand_1598,Recycled Polyester,419.43
Brand_1599,Hemp,6.54
Brand_1600,Organic Cotton,339.13
Brand_1601,Hemp,164.75
Brand_1602,Organic Cotton,374.35
Brand_1603,Recycled Polyester,356.4
Brand_1604,Bamboo Fabric,474.95
Brand_1605,Tencel,45.89
Brand_1606,Bamboo Fabric,36.25
Brand_1607,Bamboo Fabric,122.83
Brand_1608,Vegan Leather,460.05
Brand_1609,Recycled Polyester,55.46
Brand_1610,Organic Cotton,385.95
Brand_1611,Hemp,95.31
Brand_1612,Bamboo Fabric,379.43
Brand_1613,Recycled Polyester,466.27
Brand_1614,Recycled Polyester,416.75
Brand_1615,Hemp,267.24
Brand_1616,Vegan Leather,225.82
Brand_1617,Hemp,266.97
Brand_1618,Tencel,153.77
Brand_1619,Organic Cotton,278
Brand_1620,Hemp,271.96
Brand_1621,Bamboo Fabric,63.75
Brand_1622,Organic Cotton,422.91
Brand_1623,Recycled Polyester,494.96
Brand_1624,Bamboo Fabric,296.04
Brand_1625,Vegan Leather,207.09
Brand_1626,Organic Cotton,265.15
Brand_1627,Bamboo Fabric,395.37
Brand_1628,Organic Cotton,295.51
Brand_1629,Organic Cotton,438.6
Brand_1630,Bamboo Fabric,32.22
Brand_1631,Tencel,395.14
Brand_1632,Tencel,22.42
Brand_1633,Recycled Polyester,111.36
Brand_1634,Organic Cotton,415.57
Brand_1635,Organic Cotton,75.79
Brand_1636,Organic Cotton,9.19
Brand_1637,Vegan Leather,121.31
Brand_1638,Recycled Polyester,220.98
Brand_1639,Hemp,121.36
Brand_1640,Hemp,315.6
Brand_1641,Tencel,103.58
Brand_1642,Vegan Leather,83.84
Brand_1643,Vegan Leather,342.4
Brand_1644,Recycled Polyester,101.23
Brand_1645,Hemp,337.16
Brand_1646,Recycled Polyester,148.43
Brand_1647,Organic Cotton,257.2
Brand_1648,Organic Cotton,164.91
Brand_1649,Bamboo Fabric,487.94
Brand_1650,Organic Cotton,336.5
Brand_1651,Hemp,389.33
Brand_1652,Tencel,315.63
Brand_1653,Vegan Leather,45.91
Brand_1654,Hemp,310.44
Brand_1655,Tencel,103.75
Brand_1656,Recycled Polyester,303.26
Brand_1657,Vegan Leather,458.96
Brand_1658,Bamboo Fabric,421.65
Brand_1659,Hemp,404
Brand_1660,Hemp,38.13
Brand_1661,Vegan Leather,68.46
Brand_1662,Recycled Polyester,403.61
Brand_1663,Recycled Polyester,309.32
Brand_1664,Hemp,483.94
Brand_1665,Vegan Leather,237.63
Brand_1666,Vegan Leather,62.22
Brand_1667,Tencel,147.17
Brand_1668,Vegan Leather,161.8
Brand_1669,Hemp,103.22
Brand_1670,Tencel,127.34
Brand_1671,Recycled Polyester,305.85
Brand_1672,Hemp,317.63
Brand_1673,Bamboo Fabric,493.05
Brand_1674,Bamboo Fabric,470.73
Brand_1675,Hemp,459.11
Brand_1676,Organic Cotton,59.73
Brand_1677,Vegan Leather,38.89
Brand_1678,Bamboo Fabric,237.17
Brand_1679,Tencel,159.14
Brand_1680,Organic Cotton,273.51
Brand_1681,Hemp,264.89
Brand_1682,Bamboo Fabric,413.45
Brand_1683,Recycled Polyester,467.89
Brand_1684,Tencel,316.74
Brand_1685,Recycled Polyester,67.16
Brand_1686,Recycled Polyester,457.98
Brand_1687,Bamboo Fabric,20.85
Brand_1688,Hemp,351.74
Brand_1689,Vegan Leather,14.93
Brand_1690,Bamboo Fabric,78.96
Brand_1691,Recycled Polyester,236.75
Brand_1692,Recycled Polyester,174.71
Brand_1693,Vegan Leather,227.74
Brand_1694,Vegan Leather,18.4
Brand_1695,Organic Cotton,185.34
Brand_1696,Tencel,255.27
Brand_1697,Organic Cotton,235.52
Brand_1698,Vegan Leather,98.38
Brand_1699,Bamboo Fabric,236.42
Brand_1700,Hemp,127.69
Brand_1701,Bamboo Fabric,473.41
Brand_1702,Hemp,88.45
Brand_1703,Bamboo Fabric,495.82
Brand_1704,Vegan Leather,407.8
Brand_1705,Tencel,9.98
Brand_1706,Organic Cotton,40.81
Brand_1707,Tencel,327.21
Brand_1708,Tencel,61.2
Brand_1709,Organic Cotton,331.86
Brand_1710,Bamboo Fabric,108.47
Brand_1711,Hemp,498.94
Brand_1712,Tencel,243.6
Brand_1713,Bamboo Fabric,242.36
Brand_1714,Vegan Leather,464.6
Brand_1715,Hemp,127.71
Brand_1716,Bamboo Fabric,297.2
Brand_1717,Bamboo Fabric,33.21
Brand_1718,Vegan Leather,209.87
Brand_1719,Bamboo Fabric,251.84
Brand_1720,Recycled Polyester,339.85
Brand_1721,Vegan Leather,78.79
Brand_1722,Organic Cotton,266.69
Brand_1723,Tencel,477.41
Brand_1724,Recycled Polyester,457.1
Brand_1725,Organic Cotton,245.81
Brand_1726,Hemp,274.83
Brand_1727,Tencel,69.48
Brand_1728,Vegan Leather,172.58
Brand_1729,Organic Cotton,124.99
Brand_1730,Bamboo Fabric,69.15
Brand_1731,Organic Cotton,35.64
Brand_1732,Hemp,369.88
Brand_1733,Vegan Leather,26.61
Brand_1734,Tencel,54.78
Brand_1735,Recycled Polyester,391.29
Brand_1736,Recycled Polyester,251.46
Brand_1737,Recycled Polyester,277.11
Brand_1738,Recycled Polyester,176.44
Brand_1739,Hemp,28.85
Brand_1740,Organic Cotton,396.02
Brand_1741,Bamboo Fabric,65.81
Brand_1742,Bamboo Fabric,149.95
Brand_1743,Tencel,389.5
Brand_1744,Recycled Polyester,2.39
Brand_1745,Bamboo Fabric,205.12
Brand_1746,Recycled Polyester,47.41
Brand_1747,Tencel,487.57
Brand_1748,Hemp,358.92
Brand_1749,Vegan Leather,444.51
Brand_1750,Hemp,300.84
Brand_1751,Vegan Leather,237.73
Brand_1752,Tencel,95.61
Brand_1753,Bamboo Fabric,361.48
Brand_1754,Organic Cotton,116.35
Brand_1755,Hemp,477.73
Brand_1756,Hemp,207.84
Brand_1757,Organic Cotton,96.1
Brand_1758,Vegan Leather,97.61
Brand_1759,Bamboo Fabric,292.93
Brand_1760,Hemp,451.84
Brand_1761,Bamboo Fabric,173.99
Brand_1762,Vegan Leather,110.63
Brand_1763,Bamboo Fabric,326.03
Brand_1764,Hemp,446.73
Brand_1765,Organic Cotton,202.62
Brand_1766,Bamboo Fabric,224.65
Brand_1767,Organic Cotton,284.71
Brand_1768,Bamboo Fabric,204.15
Brand_1769,Hemp,408.57
Brand_1770,Hemp,30.99
Brand_1771,Bamboo Fabric,477.2
Brand_1772,Vegan Leather,475.62
Brand_1773,Bamboo Fabric,103.39
Brand_1774,Organic Cotton,311.27
Brand_1775,Organic Cotton,197.6
Brand_1776,Hemp,61.13
Brand_1777,Vegan Leather,281.79
Brand_1778,Tencel,342.23
Brand_1779,Hemp,164.93
Brand_1780,Vegan Leather,462.05
Brand_1781,Vegan Leather,363.96
Brand_1782,Bamboo Fabric,448.48
Brand_1783,Bamboo Fabric,75.16
Brand_1784,Hemp,243.44
Brand_1785,Recycled Polyester,107.89
Brand_1786,Tencel,291.26
Brand_1787,Recycled Polyester,250.35
Brand_1788,Bamboo Fabric,423.15
Brand_1789,Organic Cotton,128.26
Brand_1790,Vegan Leather,441.57
Brand_1791,Vegan Leather,23.71
Brand_1792,Recycled Polyester,94.13
Brand_1793,Recycled Polyester,330.01
Brand_1794,Hemp,113.43
Brand_1795,Bamboo Fabric,65.55
Brand_1796,Bamboo Fabric,374.18
Brand_1797,Recycled Polyester,315.37
Brand_1798,Vegan Leather,465.18
Brand_1799,Hemp,349.99
Brand_1800,Bamboo Fabric,134.53
Brand_1801,Bamboo Fabric,269.5
Brand_1802,Hemp,473.62
Brand_1803,Bamboo Fabric,152.51
Brand_1804,Vegan Leather,239.88
Brand_1805,Bamboo Fabric,66.35
Brand_1806,Tencel,30.65
Brand_1807,Vegan Leather,250.72
Brand_1808,Hemp,230.05
Brand_1809,Bamboo Fabric,292.14
Brand_1810,Tencel,105.96
Brand_1811,Bamboo Fabric,92.91
Brand_1812,Recycled Polyester,115.27
Brand_1813,Hemp,352.69
Brand_1814,Hemp,472.82
Brand_1815,Bamboo Fabric,432.68
Brand_1816,Vegan Leather,488.58
Brand_1817,Tencel,401.74
Brand_1818,Tencel,69.99
Brand_1819,Bamboo Fabric,35.47
Brand_1820,Vegan Leather,421.28
Brand_1821,Organic Cotton,336.35
Brand_1822,Bamboo Fabric,435
Brand_1823,Bamboo Fabric,363.31
Brand_1824,Organic Cotton,149.67
Brand_1825,Bamboo Fabric,334.51
Brand_1826,Bamboo Fabric,340.46
Brand_1827,Tencel,368.43
Brand_1828,Recycled Polyester,467.03
Brand_1829,Tencel,53.05
Brand_1830,Vegan Leather,89.04
Brand_1831,Organic Cotton,69.78
Brand_1832,Vegan Leather,207.02
Brand_1833,Bamboo Fabric,473.24
Brand_1834,Tencel,46.28
Brand_1835,Hemp,177.55
Brand_1836,Hemp,79.12
Brand_1837,Bamboo Fabric,357.03
Brand_1838,Bamboo Fabric,386.39
Brand_1839,Recycled Polyester,80.48
Brand_1840,Tencel,453.15
Brand_1841,Recycled Polyester,119.28
Brand_1842,Bamboo Fabric,197.67
Brand_1843,Tencel,363.07
Brand_1844,Organic Cotton,179.91
Brand_1845,Bamboo Fabric,300.73
Brand_1846,Recycled Polyester,426.44
Brand_1847,Bamboo Fabric,227.1
Brand_1848,Hemp,43.27
Brand_1849,Recycled Polyester,199.94
Brand_1850,Organic Cotton,132.89
Brand_1851,Vegan Leather,227.68
Brand_1852,Organic Cotton,314.78
Brand_1853,Organic Cotton,245.95
Brand_1854,Bamboo Fabric,265.78
Brand_1855,Recycled Polyester,359.84
Brand_1856,Organic Cotton,244.7
Brand_1857,Vegan Leather,349.46
Brand_1858,Tencel,37.33
Brand_1859,Tencel,71.08
Brand_1860,Organic Cotton,263.85
Brand_1861,Hemp,277.31
Brand_1862,Vegan Leather,406.28
Brand_1863,Hemp,140.74
Brand_1864,Hemp,341.87
Brand_1865,Organic Cotton,179.34
Brand_1866,Recycled Polyester,366.54
Brand_1867,Tencel,301.73
Brand_1868,Recycled Polyester,369.95
Brand_1869,Vegan Leather,318.85
Brand_1870,Bamboo Fabric,272.1
Brand_1871,Bamboo Fabric,433.2
Brand_1872,Recycled Polyester,152.16
Brand_1873,Recycled Polyester,308.07
Brand_1874,Tencel,452.63
Brand_1875,Bamboo Fabric,87.83
Brand_1876,Tencel,186.02
Brand_1877,Tencel,497.04
Brand_1878,Organic Cotton,167.37
Brand_1879,Organic Cotton,167.59
Brand_1880,Hemp,491.25
Brand_1881,Bamboo Fabric,250.7
Brand_1882,Recycled Polyester,336.89
Brand_1883,Organic Cotton,15.37
Brand_1884,Tencel,147.1
Brand_1885,Tencel,21.62
Brand_1886,Recycled Polyester,495.55
Brand_1887,Hemp,7.18
Brand_1888,Vegan Leather,413.68
Brand_1889,Organic Cotton,21.81
Brand_1890,Tencel,42.4
Brand_1891,Vegan Leather,288.16
Brand_1892,Organic Cotton,475.64
Brand_1893,Bamboo Fabric,78.83
Brand_1894,Recycled Polyester,416.77
Brand_1895,Tencel,287.26
Brand_1896,Vegan Leather,130.69
Brand_1897,Recycled Polyester,236.53
Brand_1898,Recycled Polyester,482.99
Brand_1899,Bamboo Fabric,345.27
Brand_1900,Organic Cotton,335.71
Brand_1901,Vegan Leather,260.55
Brand_1902,Bamboo Fabric,135.79
Brand_1903,Hemp,473
Brand_1904,Organic Cotton,102.55
Brand_1905,Vegan Leather,344.54
Brand_1906,Recycled Polyester,225.65
Brand_1907,Organic Cotton,197.89
Brand_1908,Vegan Leather,322.55
Brand_1909,Organic Cotton,338.1
Brand_1910,Recycled Polyester,71.3
Brand_1911,Hemp,91.7
Brand_1912,Hemp,336.03
Brand_1913,Tencel,410.27
Brand_1914,Vegan Leather,13.29
Brand_1915,Recycled Polyester,258.86
Brand_1916,Recycled Polyester,130.98
Brand_1917,Bamboo Fabric,228.66
Brand_1918,Vegan Leather,17.07
Brand_1919,Bamboo Fabric,179.62
Brand_1920,Organic Cotton,161.26
Brand_1921,Bamboo Fabric,261.51
Brand_1922,Hemp,27.4
Brand_1923,Bamboo Fabric,213.11
Brand_1924,Organic Cotton,109.69
Brand_1925,Hemp,444.76
Brand_1926,Organic Cotton,312.3
Brand_1927,Vegan Leather,361.08
Brand_1928,Recycled Polyester,467.55
Brand_1929,Recycled Polyester,388.75
Brand_1930,Tencel,424.14
Brand_1931,Hemp,363.09
Brand_1932,Hemp,415.9
Brand_1933,Organic Cotton,167.8
Brand_1934,Recycled Polyester,245.14
Brand_1935,Recycled Polyester,143.84
Brand_1936,Vegan Leather,134.22
Brand_1937,Organic Cotton,244.44
Brand_1938,Organic Cotton,487.01
Brand_1939,Hemp,453.92
Brand_1940,Recycled Polyester,292.95
Brand_1941,Organic Cotton,163.89
Brand_1942,Tencel,425.54
Brand_1943,Organic Cotton,58.94
Brand_1944,Vegan Leather,396.41
Brand_1945,Tencel,195.42
Brand_1946,Organic Cotton,415.28
Brand_1947,Vegan Leather,214.4
Brand_1948,Bamboo Fabric,337.16
Brand_1949,Organic Cotton,293.66
Brand_1950,Tencel,53.71
Brand_1951,Tencel,485.55
Brand_1952,Recycled Polyester,52.87
Brand_1953,Recycled Polyester,398.92
Brand_1954,Organic Cotton,304.58
Brand_1955,Hemp,360.38
Brand_1956,Recycled Polyester,199.35
Brand_1957,Hemp,350.26
Brand_1958,Hemp,152.4
Brand_1959,Recycled Polyester,311.82
Brand_1960,Tencel,408.21
Brand_1961,Recycled Polyester,139.68
Brand_1962,Organic Cotton,371.3
Brand_1963,Bamboo Fabric,163.55
Brand_1964,Vegan Leather,132.47
Brand_1965,Hemp,223.32
Brand_1966,Recycled Polyester,402.62
Brand_1967,Recycled Polyester,298.17
Brand_1968,Organic Cotton,466.98
Brand_1969,Bamboo Fabric,315.24
Brand_1970,Recycled Polyester,345.27
Brand_1971,Vegan Leather,275.41
Brand_1972,Hemp,394.06
Brand_1973,Recycled Polyester,495.22
Brand_1974,Tencel,428.32
Brand_1975,Hemp,467.21
Brand_1976,Tencel,436.96
Brand_1977,Organic Cotton,474.53
Brand_1978,Organic Cotton,316.58
Brand_1979,Recycled Polyester,281.35
Brand_1980,Recycled Polyester,47.29
Brand_1981,Organic Cotton,495.88
Brand_1982,Vegan Leather,303.85
Brand_1983,Tencel,161.87
Brand_1984,Organic Cotton,20.71
Brand_1985,Bamboo Fabric,62.64
Brand_1986,Vegan Leather,140.91
Brand_1987,Organic Cotton,186.09
Brand_1988,Vegan Leather,71.16
Brand_1989,Organic Cotton,404.5
Brand_1990,Recycled Polyester,341.16
Brand_1991,Vegan Leather,462.19
Brand_1992,Recycled Polyester,363.77
Brand_1993,Hemp,185.18
Brand_1994,Bamboo Fabric,349.36
Brand_1995,Tencel,30.92
Brand_1996,Bamboo Fabric,170.53
Brand_1997,Vegan Leather,401.35
Brand_1998,Bamboo Fabric,106.07
Brand_1999,Vegan Leather,216.52
Brand_2000,Organic Cotton,44.93
Brand_2001,Vegan Leather,491.67
Brand_2002,Hemp,471.33
Brand_2003,Recycled Polyester,306.59
Brand_2004,Organic Cotton,216.06
Brand_2005,Organic Cotton,368.53
Brand_2006,Tencel,236.18
Brand_2007,Recycled Polyester,339.87
Brand_2008,Hemp,297.2
Brand_2009,Bamboo Fabric,141.03
Brand_2010,Organic Cotton,395.01
Brand_2011,Vegan Leather,119.1
Brand_2012,Hemp,86.11
Brand_2013,Vegan Leather,289.73
Brand_2014,Tencel,259.2
Brand_2015,Bamboo Fabric,260.83
Brand_2016,Tencel,446.65
Brand_2017,Tencel,412.45
Brand_2018,Recycled Polyester,480.82
Brand_2019,Hemp,483.18
Brand_2020,Hemp,86.05
Brand_2021,Organic Cotton,59.52
Brand_2022,Tencel,96.84
Brand_2023,Organic Cotton,346.87
Brand_2024,Bamboo Fabric,142.29
Brand_2025,Vegan Leather,23.02
Brand_2026,Vegan Leather,184.55
Brand_2027,Bamboo Fabric,176.21
Brand_2028,Recycled Polyester,463.15
Brand_2029,Bamboo Fabric,416.2
Brand_2030,Tencel,208.37
Brand_2031,Recycled Polyester,493.84
Brand_2032,Recycled Polyester,471.84
Brand_2033,Tencel,105.58
Brand_2034,Vegan Leather,135.48
Brand_2035,Tencel,443.66
Brand_2036,Organic Cotton,240.46
Brand_2037,Bamboo Fabric,58.18
Brand_2038,Vegan Leather,130.81
Brand_2039,Organic Cotton,235.94
Brand_2040,Vegan Leather,374.32
Brand_2041,Tencel,442.19
Brand_2042,Bamboo Fabric,326.22
Brand_2043,Organic Cotton,179.84
Brand_2044,Hemp,246.18
Brand_2045,Recycled Polyester,324.05
Brand_2046,Bamboo Fabric,288.27
Brand_2047,Tencel,10.07
Brand_2048,Recycled Polyester,267.15
Brand_2049,Tencel,290.1
Brand_2050,Bamboo Fabric,216.81
Brand_2051,Organic Cotton,204.57
Brand_2052,Bamboo Fabric,231.21
Brand_2053,Organic Cotton,12.9
Brand_2054,Organic Cotton,62.79
Brand_2055,Organic Cotton,407.04
Brand_2056,Hemp,170.76
Brand_2057,Recycled Polyester,449.27
Brand_2058,Recycled Polyester,339.07
Brand_2059,Tencel,360.34
Brand_2060,Vegan Leather,123.16
Brand_2061,Bamboo Fabric,284.25
Brand_2062,Hemp,489.23
Brand_2063,Bamboo Fabric,298.93
Brand_2064,Tencel,301.08
Brand_2065,Recycled Polyester,1.81
Brand_2066,Tencel,439.25
Brand_2067,Tencel,88.98
Brand_2068,Organic Cotton,161.18
Brand_2069,Recycled Polyester,15.91
Brand_2070,Tencel,349.56
Brand_2071,Recycled Polyester,399.95
Brand_2072,Organic Cotton,26.89
Brand_2073,Vegan Leather,118.08
Brand_2074,Tencel,160.57
Brand_2075,Organic Cotton,37.23
Brand_2076,Recycled Polyester,25.92
Brand_2077,Organic Cotton,71.28
Brand_2078,Bamboo Fabric,444.96
Brand_2079,Bamboo Fabric,399.77
Brand_2080,Recycled Polyester,403.47
Brand_2081,Bamboo Fabric,206.69
Brand_2082,Bamboo Fabric,462.07
Brand_2083,Recycled Polyester,109.99
Brand_2084,Vegan Leather,85.29
Brand_2085,Hemp,45.44
Brand_2086,Organic Cotton,336.43
Brand_2087,Hemp,275.93
Brand_2088,Vegan Leather,442.79
Brand_2089,Tencel,471.68
Brand_2090,Hemp,291.49
Brand_2091,Recycled Polyester,88.62
Brand_2092,Bamboo Fabric,442.93
Brand_2093,Organic Cotton,133.29
Brand_2094,Vegan Leather,490.95
Brand_2095,Recycled Polyester,249.43
Brand_2096,Organic Cotton,147.56
Brand_2097,Bamboo Fabric,309.58
Brand_2098,Bamboo Fabric,31.3
Brand_2099,Tencel,446.81
Brand_2100,Vegan Leather,100.91
Brand_2101,Recycled Polyester,415.48
Brand_2102,Vegan Leather,241.52
Brand_2103,Vegan Leather,81.63
Brand_2104,Organic Cotton,224.55
Brand_2105,Organic Cotton,480.68
Brand_2106,Bamboo Fabric,422.58
Brand_2107,Bamboo Fabric,66.84
Brand_2108,Hemp,141.54
Brand_2109,Organic Cotton,135.41
Brand_2110,Hemp,438.83
Brand_2111,Vegan Leather,310.3
Brand_2112,Tencel,405
Brand_2113,Vegan Leather,192.72
Brand_2114,Vegan Leather,239.07
Brand_2115,Tencel,277.6
Brand_2116,Hemp,154.42
Brand_2117,Vegan Leather,175.77
Brand_2118,Organic Cotton,430.68
Brand_2119,Bamboo Fabric,26.93
Brand_2120,Organic Cotton,167.58
Brand_2121,Hemp,216.87
Brand_2122,Vegan Leather,14.14
Brand_2123,Vegan Leather,64.36
Brand_2124,Recycled Polyester,294.21
Brand_2125,Recycled Polyester,339.08
Brand_2126,Vegan Leather,306.29
Brand_2127,Bamboo Fabric,43.97
Brand_2128,Organic Cotton,264.67
Brand_2129,Recycled Polyester,106.33
Brand_2130,Organic Cotton,224.02
Brand_2131,Tencel,306.83
Brand_2132,Recycled Polyester,46.57
Brand_2133,Tencel,18.42
Brand_2134,Bamboo Fabric,347.45
Brand_2135,Tencel,330.97
Brand_2136,Tencel,292.68
Brand_2137,Hemp,147
Brand_2138,Vegan Leather,224.08
Brand_2139,Vegan Leather,181.88
Brand_2140,Recycled Polyester,159.24
Brand_2141,Organic Cotton,387.05
Brand_2142,Tencel,76.35
Brand_2143,Tencel,40.35
Brand_2144,Hemp,139.71
Brand_2145,Bamboo Fabric,29.3
Brand_2146,Tencel,95.04
Brand_2147,Hemp,399.48
Brand_2148,Organic Cotton,60.58
Brand_2149,Vegan Leather,295.3
Brand_2150,Vegan Leather,490.36
Brand_2151,Organic Cotton,378.32
Brand_2152,Organic Cotton,328.15
Brand_2153,Recycled Polyester,2.76
Brand_2154,Vegan Leather,286.88
Brand_2155,Bamboo Fabric,431.94
Brand_2156,Bamboo Fabric,186.88
Brand_2157,Recycled Polyester,275.88
Brand_2158,Hemp,126.1
Brand_2159,Tencel,26.03
Brand_2160,Organic Cotton,277.61
Brand_2161,Hemp,81.82
Brand_2162,Hemp,227.68
Brand_2163,Hemp,279.32
Brand_2164,Vegan Leather,467.43
Brand_2165,Recycled Polyester,169.25
Brand_2166,Recycled Polyester,73.8
Brand_2167,Bamboo Fabric,182.61
Brand_2168,Vegan Leather,166.77
Brand_2169,Vegan Leather,85.8
Brand_2170,Hemp,427.59
Brand_2171,Tencel,124.72
Brand_2172,Hemp,162.95
Brand_2173,Organic Cotton,173.75
Brand_2174,Vegan Leather,17.65
Brand_2175,Hemp,168.09
Brand_2176,Vegan Leather,353.09
Brand_2177,Organic Cotton,168.05
Brand_2178,Organic Cotton,239.59
Brand_2179,Vegan Leather,292.07
Brand_2180,Hemp,219.32
Brand_2181,Tencel,329.29
Brand_2182,Recycled Polyester,389.34
Brand_2183,Hemp,215.67
Brand_2184,Vegan Leather,245.33
Brand_2185,Hemp,230.5
Brand_2186,Recycled Polyester,472.43
Brand_2187,Vegan Leather,378.68
Brand_2188,Tencel,96.41
Brand_2189,Organic Cotton,22.53
Brand_2190,Vegan Leather,252.73
Brand_2191,Hemp,312.81
Brand_2192,Vegan Leather,11.22
Brand_2193,Vegan Leather,255.75
Brand_2194,Organic Cotton,432.04
Brand_2195,Vegan Leather,193.07
Brand_2196,Tencel,399.73
Brand_2197,Vegan Leather,59.98
Brand_2198,Hemp,260.37
Brand_2199,Organic Cotton,307.87
Brand_2200,Bamboo Fabric,361.45
Brand_2201,Hemp,42.76
Brand_2202,Organic Cotton,371.64
Brand_2203,Hemp,378.68
Brand_2204,Bamboo Fabric,348.33
Brand_2205,Hemp,243.67
Brand_2206,Vegan Leather,220.77
Brand_2207,Vegan Leather,125.48
Brand_2208,Tencel,260.04
Brand_2209,Organic Cotton,135.71
Brand_2210,Bamboo Fabric,41.5
Brand_2211,Hemp,46.84
Brand_2212,Tencel,259.46
Brand_2213,Hemp,469.76
Brand_2214,Tencel,419.39
Brand_2215,Bamboo Fabric,389.05
Brand_2216,Recycled Polyester,405.41
Brand_2217,Tencel,32.24
Brand_2218,Tencel,163.27
Brand_2219,Recycled Polyester,122.79
Brand_2220,Organic Cotton,218.43
Brand_2221,Organic Cotton,480.9
Brand_2222,Organic Cotton,268.01
Brand_2223,Bamboo Fabric,98.97
Brand_2224,Recycled Polyester,344.19
Brand_2225,Hemp,4.12
Brand_2226,Tencel,72.58
Brand_2227,Bamboo Fabric,52.99
Brand_2228,Organic Cotton,196.27
Brand_2229,Hemp,483.06
Brand_2230,Bamboo Fabric,19.26
Brand_2231,Vegan Leather,318.16
Brand_2232,Bamboo Fabric,161.02
Brand_2233,Vegan Leather,153.09
Brand_2234,Hemp,324.21
Brand_2235,Organic Cotton,458.6
Brand_2236,Vegan Leather,196.46
Brand_2237,Hemp,319.84
Brand_2238,Hemp,182.93
Brand_2239,Tencel,250.79
Brand_2240,Tencel,342.44
Brand_2241,Hemp,394.37
Brand_2242,Vegan Leather,207.77
Brand_2243,Recycled Polyester,114.45
Brand_2244,Organic Cotton,108.71
Brand_2245,Recycled Polyester,478.08
Brand_2246,Bamboo Fabric,189.68
Brand_2247,Organic Cotton,183.1
Brand_2248,Tencel,488.79
Brand_2249,Recycled Polyester,497.79
Brand_2250,Organic Cotton,199.02
Brand_2251,Tencel,182.01
Brand_2252,Bamboo Fabric,13.53
Brand_2253,Tencel,332.67
Brand_2254,Hemp,187.91
Brand_2255,Bamboo Fabric,63.68
Brand_2256,Hemp,394.8
Brand_2257,Recycled Polyester,499.32
Brand_2258,Vegan Leather,50.48
Brand_2259,Tencel,456.06
Brand_2260,Vegan Leather,202.19
Brand_2261,Recycled Polyester,5.68
Brand_2262,Organic Cotton,29.64
Brand_2263,Bamboo Fabric,405.32
Brand_2264,Vegan Leather,60.99
Brand_2265,Tencel,60.67
Brand_2266,Vegan Leather,270.22
Brand_2267,Tencel,383.33
Brand_2268,Tencel,16.17
Brand_2269,Bamboo Fabric,480.43
Brand_2270,Hemp,30.12
Brand_2271,Recycled Polyester,424.75
Brand_2272,Hemp,166.04
Brand_2273,Bamboo Fabric,333.07
Brand_2274,Vegan Leather,207.57
Brand_2275,Vegan Leather,73.46
Brand_2276,Organic Cotton,407.88
Brand_2277,Vegan Leather,110.36
Brand_2278,Hemp,340.51
Brand_2279,Tencel,432.56
Brand_2280,Hemp,412.05
Brand_2281,Organic Cotton,84.5
Brand_2282,Bamboo Fabric,196.02
Brand_2283,Tencel,261.15
Brand_2284,Vegan Leather,451.12
Brand_2285,Tencel,6.25
Brand_2286,Recycled Polyester,286.63
Brand_2287,Organic Cotton,59.85
Brand_2288,Bamboo Fabric,199.19
Brand_2289,Vegan Leather,64.89
Brand_2290,Hemp,452.02
Brand_2291,Bamboo Fabric,477.4
Brand_2292,Organic Cotton,225.83
Brand_2293,Bamboo Fabric,325.5
Brand_2294,Organic Cotton,270.52
Brand_2295,Tencel,255.12
Brand_2296,Bamboo Fabric,71.78
Brand_2297,Recycled Polyester,62.63
Brand_2298,Recycled Polyester,254.71
Brand_2299,Recycled Polyester,358.81
Brand_2300,Organic Cotton,129.27
Brand_2301,Hemp,60.68
Brand_2302,Hemp,308.5
Brand_2303,Tencel,252.57
Brand_2304,Vegan Leather,367.41
Brand_2305,Organic Cotton,354.35
Brand_2306,Bamboo Fabric,410.82
Brand_2307,Tencel,322.27
Brand_2308,Organic Cotton,69.58
Brand_2309,Organic Cotton,30.65
Brand_2310,Hemp,270.72
Brand_2311,Vegan Leather,217.87
Brand_2312,Tencel,240.42
Brand_2313,Hemp,271.96
Brand_2314,Tencel,434.44
Brand_2315,Tencel,451.61
